단어,좌문맥ID,우문맥ID,가중치(단어비용),품사태그,의미분류,종성 유무,읽기,타입,첫 품사,마지막 품사,표현
계지탕(상한론),,,,NNP,*,T,계지탕(상한론),*,*,*,*
망치발가락,,,,NNP,*,T,망치발가락,*,*,*,*
쪽,,,,NNP,*,T,쪽,*,*,*,*
자신경포착,,,,NNP,*,T,자신경포착,*,*,*,*
병리와,,,,NNP,*,F,병리와,*,*,*,*
맥합고금탕,,,,NNP,*,T,맥합고금탕,*,*,*,*
섬유륜,,,,NNP,*,T,섬유륜,*,*,*,*
궐음병,,,,NNP,*,T,궐음병,*,*,*,*
주상,,,,NNP,*,T,주상,*,*,*,*
접형동,,,,NNP,*,T,접형동,*,*,*,*
유연증,,,,NNP,*,T,유연증,*,*,*,*
후경골건장애,,,,NNP,*,F,후경골건장애,*,*,*,*
증액승기탕,,,,NNP,*,T,증액승기탕,*,*,*,*
조갑판,,,,NNP,*,T,조갑판,*,*,*,*
탈모증,,,,NNP,*,T,탈모증,*,*,*,*
활혈탕가미,,,,NNP,*,F,활혈탕가미,*,*,*,*
비기허증,,,,NNP,*,T,비기허증,*,*,*,*
작약탕,,,,NNP,*,T,작약탕,*,*,*,*
도담탕,,,,NNP,*,T,도담탕,*,*,*,*
공진단,,,,NNP,*,T,공진단,*,*,*,*
척추관,,,,NNP,*,T,척추관,*,*,*,*
회개파열,,,,NNP,*,T,회개파열,*,*,*,*
침향,,,,NNP,*,T,침향,*,*,*,*
진교,,,,NNP,*,F,진교,*,*,*,*
편도선염,,,,NNP,*,T,편도선염,*,*,*,*
산기,,,,NNP,*,F,산기,*,*,*,*
목피로,,,,NNP,*,F,목피로,*,*,*,*
조모기,,,,NNP,*,F,조모기,*,*,*,*
십이미귀신탕,,,,NNP,*,T,십이미귀신탕,*,*,*,*
연령별,,,,NNP,*,T,연령별,*,*,*,*
뇌내출혈,,,,NNP,*,T,뇌내출혈,*,*,*,*
손목,,,,NNP,*,T,손목,*,*,*,*
슬관절,,,,NNP,*,T,슬관절,*,*,*,*
필용방감길탕,,,,NNP,*,T,필용방감길탕,*,*,*,*
에너지,,,,NNP,*,F,에너지,*,*,*,*
성인의,,,,NNP,*,F,성인의,*,*,*,*
전자부,,,,NNP,*,F,전자부,*,*,*,*
계통,,,,NNP,*,T,계통,*,*,*,*
반묘,,,,NNP,*,F,반묘,*,*,*,*
위장장애,,,,NNP,*,F,위장장애,*,*,*,*
담궐두통,,,,NNP,*,T,담궐두통,*,*,*,*
내반주,,,,NNP,*,F,내반주,*,*,*,*
골다공증성,,,,NNP,*,T,골다공증성,*,*,*,*
용아초,,,,NNP,*,F,용아초,*,*,*,*
단계별,,,,NNP,*,T,단계별,*,*,*,*
정신과적,,,,NNP,*,T,정신과적,*,*,*,*
비구,,,,NNP,*,F,비구,*,*,*,*
생리통,,,,NNP,*,T,생리통,*,*,*,*
문합,,,,NNP,*,T,문합,*,*,*,*
아토피,,,,NNP,*,F,아토피,*,*,*,*
수음내정증,,,,NNP,*,T,수음내정증,*,*,*,*
이음전,,,,NNP,*,T,이음전,*,*,*,*
석창포,,,,NNP,*,F,석창포,*,*,*,*
정의,,,,NNP,*,F,정의,*,*,*,*
미국,,,,NNP,*,T,미국,*,*,*,*
백굴채,,,,NNP,*,F,백굴채,*,*,*,*
아출,,,,NNP,*,T,아출,*,*,*,*
천민탕,,,,NNP,*,T,천민탕,*,*,*,*
현초,,,,NNP,*,F,현초,*,*,*,*
폄,,,,NNP,*,T,폄,*,*,*,*
모과,,,,NNP,*,F,모과,*,*,*,*
이뇨제,,,,NNP,*,F,이뇨제,*,*,*,*
환시,,,,NNP,*,F,환시,*,*,*,*
심비대,,,,NNP,*,F,심비대,*,*,*,*
의한,,,,NNP,*,T,의한,*,*,*,*
갈근조위탕,,,,NNP,*,T,갈근조위탕,*,*,*,*
왕빙,,,,NNP,*,T,왕빙,*,*,*,*
산후무력,,,,NNP,*,T,산후무력,*,*,*,*
처방구성의,,,,NNP,*,F,처방구성의,*,*,*,*
활용,,,,NNP,*,T,활용,*,*,*,*
압통,,,,NNP,*,T,압통,*,*,*,*
간질성,,,,NNP,*,T,간질성,*,*,*,*
섭계섭천사,,,,NNP,*,F,섭계섭천사,*,*,*,*
스트레스,,,,NNP,*,F,스트레스,*,*,*,*
관중,,,,NNP,*,T,관중,*,*,*,*
엄지두덩근,,,,NNP,*,T,엄지두덩근,*,*,*,*
유연성,,,,NNP,*,T,유연성,*,*,*,*
고관절의,,,,NNP,*,F,고관절의,*,*,*,*
과체산,,,,NNP,*,T,과체산,*,*,*,*
홍추,,,,NNP,*,F,홍추,*,*,*,*
비강점막,,,,NNP,*,T,비강점막,*,*,*,*
황금탕,,,,NNP,*,T,황금탕,*,*,*,*
전두동,,,,NNP,*,T,전두동,*,*,*,*
분리,,,,NNP,*,F,분리,*,*,*,*
근맥구련,,,,NNP,*,T,근맥구련,*,*,*,*
오령지관중탕,,,,NNP,*,T,오령지관중탕,*,*,*,*
출혈,,,,NNP,*,T,출혈,*,*,*,*
세균,,,,NNP,*,T,세균,*,*,*,*
부소맥,,,,NNP,*,T,부소맥,*,*,*,*
피부그림증,,,,NNP,*,T,피부그림증,*,*,*,*
옥촉서예,,,,NNP,*,F,옥촉서예,*,*,*,*
여드름,,,,NNP,*,T,여드름,*,*,*,*
삼칠,,,,NNP,*,T,삼칠,*,*,*,*
표면정맥얼기,,,,NNP,*,F,표면정맥얼기,*,*,*,*
관절융기,,,,NNP,*,F,관절융기,*,*,*,*
위장관,,,,NNP,*,T,위장관,*,*,*,*
기도,,,,NNP,*,F,기도,*,*,*,*
프로테우스,,,,NNP,*,F,프로테우스,*,*,*,*
옹저,,,,NNP,*,F,옹저,*,*,*,*
한습곤비증,,,,NNP,*,T,한습곤비증,*,*,*,*
토탈-컨택흉요천추,,,,NNP,*,F,토탈-컨택흉요천추,*,*,*,*
혈성설사,,,,NNP,*,F,혈성설사,*,*,*,*
배가로근-배끌어당기기,,,,NNP,*,F,배가로근-배끌어당기기,*,*,*,*
항문질환,,,,NNP,*,T,항문질환,*,*,*,*
유체,,,,NNP,*,F,유체,*,*,*,*
강중,,,,NNP,*,T,강중,*,*,*,*
동반,,,,NNP,*,T,동반,*,*,*,*
미코플라스마,,,,NNP,*,F,미코플라스마,*,*,*,*
갈근소승기탕,,,,NNP,*,T,갈근소승기탕,*,*,*,*
장딴지근,,,,NNP,*,T,장딴지근,*,*,*,*
발바닥,,,,NNP,*,T,발바닥,*,*,*,*
패오과루산찾,,,,NNP,*,T,패오과루산찾,*,*,*,*
부착부,,,,NNP,*,F,부착부,*,*,*,*
베이커낭종,,,,NNP,*,T,베이커낭종,*,*,*,*
신경종,,,,NNP,*,T,신경종,*,*,*,*
경동맥,,,,NNP,*,T,경동맥,*,*,*,*
벌림근,,,,NNP,*,T,벌림근,*,*,*,*
보제소독음대승기탕조,,,,NNP,*,F,보제소독음대승기탕조,*,*,*,*
청호별갑탕,,,,NNP,*,T,청호별갑탕,*,*,*,*
천장관절,,,,NNP,*,T,천장관절,*,*,*,*
석창포원지산,,,,NNP,*,T,석창포원지산,*,*,*,*
기욕절,,,,NNP,*,T,기욕절,*,*,*,*
신우신염,,,,NNP,*,T,신우신염,*,*,*,*
통경탕,,,,NNP,*,T,통경탕,*,*,*,*
아급성,,,,NNP,*,T,아급성,*,*,*,*
윤폐청간탕,,,,NNP,*,T,윤폐청간탕,*,*,*,*
기관지염,,,,NNP,*,T,기관지염,*,*,*,*
치통,,,,NNP,*,T,치통,*,*,*,*
코피의,,,,NNP,*,F,코피의,*,*,*,*
전치환술,,,,NNP,*,T,전치환술,*,*,*,*
진행형,,,,NNP,*,T,진행형,*,*,*,*
고량강,,,,NNP,*,T,고량강,*,*,*,*
척추용해증,,,,NNP,*,T,척추용해증,*,*,*,*
발성장애,,,,NNP,*,F,발성장애,*,*,*,*
두시,,,,NNP,*,F,두시,*,*,*,*
담학,,,,NNP,*,T,담학,*,*,*,*
캄포치료,,,,NNP,*,F,캄포치료,*,*,*,*
음성격양증,,,,NNP,*,T,음성격양증,*,*,*,*
독소,,,,NNP,*,F,독소,*,*,*,*
비염,,,,NNP,*,T,비염,*,*,*,*
오패산,,,,NNP,*,T,오패산,*,*,*,*
장골능,,,,NNP,*,T,장골능,*,*,*,*
조열,,,,NNP,*,T,조열,*,*,*,*
수삽약,,,,NNP,*,T,수삽약,*,*,*,*
귀전우,,,,NNP,*,F,귀전우,*,*,*,*
트리코모나스,,,,NNP,*,F,트리코모나스,*,*,*,*
견우자,,,,NNP,*,F,견우자,*,*,*,*
직장의,,,,NNP,*,F,직장의,*,*,*,*
종양,,,,NNP,*,T,종양,*,*,*,*
비교,,,,NNP,*,F,비교,*,*,*,*
가시아래근,,,,NNP,*,T,가시아래근,*,*,*,*
어제포궁증,,,,NNP,*,T,어제포궁증,*,*,*,*
약성비교,,,,NNP,*,F,약성비교,*,*,*,*
주부습진,,,,NNP,*,T,주부습진,*,*,*,*
증상,,,,NNP,*,T,증상,*,*,*,*
근막통증증후군,,,,NNP,*,T,근막통증증후군,*,*,*,*
만형자산,,,,NNP,*,T,만형자산,*,*,*,*
신장운동,,,,NNP,*,T,신장운동,*,*,*,*
청상견통탕,,,,NNP,*,T,청상견통탕,*,*,*,*
편도염,,,,NNP,*,T,편도염,*,*,*,*
왕불류행,,,,NNP,*,T,왕불류행,*,*,*,*
종려피,,,,NNP,*,F,종려피,*,*,*,*
비허,,,,NNP,*,F,비허,*,*,*,*
안신제대시호탕,,,,NNP,*,T,안신제대시호탕,*,*,*,*
축천환호금청담탕,,,,NNP,*,T,축천환호금청담탕,*,*,*,*
중소,,,,NNP,*,F,중소,*,*,*,*
통증,,,,NNP,*,T,통증,*,*,*,*
오로부절,,,,NNP,*,T,오로부절,*,*,*,*
자궁출혈,,,,NNP,*,T,자궁출혈,*,*,*,*
도핵승기탕조,,,,NNP,*,F,도핵승기탕조,*,*,*,*
보심단,,,,NNP,*,T,보심단,*,*,*,*
영계출강탕,,,,NNP,*,T,영계출강탕,*,*,*,*
상완이두근건,,,,NNP,*,T,상완이두근건,*,*,*,*
소담제습탕가미,,,,NNP,*,F,소담제습탕가미,*,*,*,*
괄루근,,,,NNP,*,T,괄루근,*,*,*,*
귀출이경탕,,,,NNP,*,T,귀출이경탕,*,*,*,*
염수구,,,,NNP,*,F,염수구,*,*,*,*
혈어,,,,NNP,*,F,혈어,*,*,*,*
급성요통,,,,NNP,*,T,급성요통,*,*,*,*
가미온담탕,,,,NNP,*,T,가미온담탕,*,*,*,*
독삼팔물군자탕,,,,NNP,*,T,독삼팔물군자탕,*,*,*,*
대보탕가미,,,,NNP,*,F,대보탕가미,*,*,*,*
통풍,,,,NNP,*,T,통풍,*,*,*,*
건망,,,,NNP,*,T,건망,*,*,*,*
구기작통,,,,NNP,*,T,구기작통,*,*,*,*
양독백호탕,,,,NNP,*,T,양독백호탕,*,*,*,*
십육미유기음,,,,NNP,*,T,십육미유기음,*,*,*,*
밀킹징후,,,,NNP,*,F,밀킹징후,*,*,*,*
척수,,,,NNP,*,F,척수,*,*,*,*
반표반리증,,,,NNP,*,T,반표반리증,*,*,*,*
부리봉우리,,,,NNP,*,F,부리봉우리,*,*,*,*
기법,,,,NNP,*,T,기법,*,*,*,*
탄력밴드를,,,,NNP,*,T,탄력밴드를,*,*,*,*
당귀사역가오수유생강탕,,,,NNP,*,T,당귀사역가오수유생강탕,*,*,*,*
누적,,,,NNP,*,T,누적,*,*,*,*
불안징후,,,,NNP,*,F,불안징후,*,*,*,*
밑,,,,NNP,*,T,밑,*,*,*,*
상한양독,,,,NNP,*,T,상한양독,*,*,*,*
안궁우황환,,,,NNP,*,T,안궁우황환,*,*,*,*
골다공증,,,,NNP,*,T,골다공증,*,*,*,*
후방전위중,,,,NNP,*,T,후방전위중,*,*,*,*
독활생기탕,,,,NNP,*,T,독활생기탕,*,*,*,*
위축,,,,NNP,*,T,위축,*,*,*,*
구역질,,,,NNP,*,T,구역질,*,*,*,*
오배자,,,,NNP,*,F,오배자,*,*,*,*
살모넬라증,,,,NNP,*,T,살모넬라증,*,*,*,*
애엽,,,,NNP,*,T,애엽,*,*,*,*
불안정과,,,,NNP,*,F,불안정과,*,*,*,*
월경곤란증,,,,NNP,*,T,월경곤란증,*,*,*,*
모공성,,,,NNP,*,T,모공성,*,*,*,*
경과,,,,NNP,*,F,경과,*,*,*,*
개규약,,,,NNP,*,T,개규약,*,*,*,*
갱미,,,,NNP,*,F,갱미,*,*,*,*
고창,,,,NNP,*,T,고창,*,*,*,*
하몽요,,,,NNP,*,F,하몽요,*,*,*,*
작약감초탕,,,,NNP,*,T,작약감초탕,*,*,*,*
시체,,,,NNP,*,F,시체,*,*,*,*
등심초,,,,NNP,*,F,등심초,*,*,*,*
다래끼,,,,NNP,*,F,다래끼,*,*,*,*
보심건비탕,,,,NNP,*,T,보심건비탕,*,*,*,*
육미지황탕,,,,NNP,*,T,육미지황탕,*,*,*,*
소시호탕,,,,NNP,*,T,소시호탕,*,*,*,*
선복대자탕,,,,NNP,*,T,선복대자탕,*,*,*,*
이변폐삽,,,,NNP,*,T,이변폐삽,*,*,*,*
어깨뼈,,,,NNP,*,F,어깨뼈,*,*,*,*
청인이격탕,,,,NNP,*,T,청인이격탕,*,*,*,*
오약,,,,NNP,*,T,오약,*,*,*,*
심음허증,,,,NNP,*,T,심음허증,*,*,*,*
긴장형,,,,NNP,*,T,긴장형,*,*,*,*
대퇴표피신경,,,,NNP,*,T,대퇴표피신경,*,*,*,*
연전초,,,,NNP,*,F,연전초,*,*,*,*
양사정기산,,,,NNP,*,T,양사정기산,*,*,*,*
여성생식기,,,,NNP,*,F,여성생식기,*,*,*,*
은진,,,,NNP,*,T,은진,*,*,*,*
대화당귀,,,,NNP,*,F,대화당귀,*,*,*,*
구안음자,,,,NNP,*,F,구안음자,*,*,*,*
주위염,,,,NNP,*,T,주위염,*,*,*,*
뒤퓌트랑,,,,NNP,*,T,뒤퓌트랑,*,*,*,*
발바닥근막염,,,,NNP,*,T,발바닥근막염,*,*,*,*
관계부자이중탕,,,,NNP,*,T,관계부자이중탕,*,*,*,*
결흉병,,,,NNP,*,T,결흉병,*,*,*,*
오목테두병변,,,,NNP,*,T,오목테두병변,*,*,*,*
귀비탕의,,,,NNP,*,F,귀비탕의,*,*,*,*
형개청장탕,,,,NNP,*,T,형개청장탕,*,*,*,*
목관절뒤-앞활주,,,,NNP,*,F,목관절뒤-앞활주,*,*,*,*
폐기쇠절증여,,,,NNP,*,F,폐기쇠절증여,*,*,*,*
천명,,,,NNP,*,T,천명,*,*,*,*
황색포도상구균,,,,NNP,*,T,황색포도상구균,*,*,*,*
뇌경색의,,,,NNP,*,F,뇌경색의,*,*,*,*
몸백선,,,,NNP,*,T,몸백선,*,*,*,*
교정,,,,NNP,*,T,교정,*,*,*,*
견통,,,,NNP,*,T,견통,*,*,*,*
이기거풍산가미,,,,NNP,*,F,이기거풍산가미,*,*,*,*
혈부축어탕,,,,NNP,*,T,혈부축어탕,*,*,*,*
경피적,,,,NNP,*,T,경피적,*,*,*,*
관절통의,,,,NNP,*,F,관절통의,*,*,*,*
주두점액낭염,,,,NNP,*,T,주두점액낭염,*,*,*,*
역절풍,,,,NNP,*,T,역절풍,*,*,*,*
잠사,,,,NNP,*,F,잠사,*,*,*,*
편평태선,,,,NNP,*,T,편평태선,*,*,*,*
감초의,,,,NNP,*,F,감초의,*,*,*,*
유장,,,,NNP,*,T,유장,*,*,*,*
비타민,,,,NNP,*,T,비타민,*,*,*,*
중족부골절-탈구,,,,NNP,*,F,중족부골절-탈구,*,*,*,*
사칠탕가미,,,,NNP,*,F,사칠탕가미,*,*,*,*
등뼈뒤굽음,,,,NNP,*,T,등뼈뒤굽음,*,*,*,*
발기부전과,,,,NNP,*,F,발기부전과,*,*,*,*
몸통,,,,NNP,*,T,몸통,*,*,*,*
백하오부자이중탕,,,,NNP,*,T,백하오부자이중탕,*,*,*,*
전위증,,,,NNP,*,T,전위증,*,*,*,*
졸음증,,,,NNP,*,T,졸음증,*,*,*,*
관절견인,,,,NNP,*,T,관절견인,*,*,*,*
전통한의학,,,,NNP,*,T,전통한의학,*,*,*,*
잠재적,,,,NNP,*,T,잠재적,*,*,*,*
내적충돌,,,,NNP,*,T,내적충돌,*,*,*,*
염창,,,,NNP,*,T,염창,*,*,*,*
자쪽치우침활주,,,,NNP,*,F,자쪽치우침활주,*,*,*,*
비후성,,,,NNP,*,T,비후성,*,*,*,*
백두옹탕,,,,NNP,*,T,백두옹탕,*,*,*,*
가미대보탕,,,,NNP,*,T,가미대보탕,*,*,*,*
토초당귀,,,,NNP,*,F,토초당귀,*,*,*,*
방아쇠,,,,NNP,*,F,방아쇠,*,*,*,*
부리돌기하,,,,NNP,*,F,부리돌기하,*,*,*,*
넓힘줄,,,,NNP,*,T,넓힘줄,*,*,*,*
활액주머니,,,,NNP,*,F,활액주머니,*,*,*,*
상태,,,,NNP,*,F,상태,*,*,*,*
이점식별감각,,,,NNP,*,T,이점식별감각,*,*,*,*
엉덩이,,,,NNP,*,F,엉덩이,*,*,*,*
체열,,,,NNP,*,T,체열,*,*,*,*
사면목,,,,NNP,*,T,사면목,*,*,*,*
중돌증투군,,,,NNP,*,T,중돌증투군,*,*,*,*
범주,,,,NNP,*,F,범주,*,*,*,*
소풍활혈탕가미,,,,NNP,*,F,소풍활혈탕가미,*,*,*,*
봉우리,,,,NNP,*,F,봉우리,*,*,*,*
미후도식장탕,,,,NNP,*,T,미후도식장탕,*,*,*,*
지실작약산,,,,NNP,*,T,지실작약산,*,*,*,*
주관절터널,,,,NNP,*,T,주관절터널,*,*,*,*
미골통,,,,NNP,*,T,미골통,*,*,*,*
충돌,,,,NNP,*,T,충돌,*,*,*,*
시령탕,,,,NNP,*,T,시령탕,*,*,*,*
이제마,,,,NNP,*,F,이제마,*,*,*,*
천급,,,,NNP,*,T,천급,*,*,*,*
뒤통수밑근,,,,NNP,*,T,뒤통수밑근,*,*,*,*
욕로,,,,NNP,*,F,욕로,*,*,*,*
밀몽화,,,,NNP,*,F,밀몽화,*,*,*,*
망울해면체반사,,,,NNP,*,F,망울해면체반사,*,*,*,*
중족골통증,,,,NNP,*,T,중족골통증,*,*,*,*
화석조위탕,,,,NNP,*,T,화석조위탕,*,*,*,*
풍열범폐증,,,,NNP,*,T,풍열범폐증,*,*,*,*
소계음자,,,,NNP,*,F,소계음자,*,*,*,*
농루,,,,NNP,*,F,농루,*,*,*,*
감맥대조탕,,,,NNP,*,T,감맥대조탕,*,*,*,*
매괴화,,,,NNP,*,F,매괴화,*,*,*,*
뇌환,,,,NNP,*,T,뇌환,*,*,*,*
담습조포증,,,,NNP,*,T,담습조포증,*,*,*,*
폐경,,,,NNP,*,T,폐경,*,*,*,*
자윤물질,,,,NNP,*,T,자윤물질,*,*,*,*
월경지속,,,,NNP,*,T,월경지속,*,*,*,*
부자갱미탕,,,,NNP,*,T,부자갱미탕,*,*,*,*
신경질,,,,NNP,*,T,신경질,*,*,*,*
기체증,,,,NNP,*,T,기체증,*,*,*,*
주위염좌,,,,NNP,*,F,주위염좌,*,*,*,*
편모충증,,,,NNP,*,T,편모충증,*,*,*,*
복신,,,,NNP,*,T,복신,*,*,*,*
일시적,,,,NNP,*,T,일시적,*,*,*,*
위릉채,,,,NNP,*,F,위릉채,*,*,*,*
악몽,,,,NNP,*,T,악몽,*,*,*,*
기준해설,,,,NNP,*,T,기준해설,*,*,*,*
팔미원,,,,NNP,*,T,팔미원,*,*,*,*
마황탕,,,,NNP,*,T,마황탕,*,*,*,*
절패모,,,,NNP,*,F,절패모,*,*,*,*
무이,,,,NNP,*,F,무이,*,*,*,*
혈한증,,,,NNP,*,T,혈한증,*,*,*,*
목감기,,,,NNP,*,F,목감기,*,*,*,*
병약도표,,,,NNP,*,F,병약도표,*,*,*,*
당귀백하수오관중탕,,,,NNP,*,T,당귀백하수오관중탕,*,*,*,*
삼자양친탕,,,,NNP,*,T,삼자양친탕,*,*,*,*
교이,,,,NNP,*,F,교이,*,*,*,*
자극과,,,,NNP,*,F,자극과,*,*,*,*
중기,,,,NNP,*,F,중기,*,*,*,*
갈퀴발가락,,,,NNP,*,T,갈퀴발가락,*,*,*,*
습담,,,,NNP,*,T,습담,*,*,*,*
좌섬요통,,,,NNP,*,T,좌섬요통,*,*,*,*
하소,,,,NNP,*,F,하소,*,*,*,*
회내근중후군,,,,NNP,*,T,회내근중후군,*,*,*,*
온리제,,,,NNP,*,F,온리제,*,*,*,*
홍색반,,,,NNP,*,T,홍색반,*,*,*,*
증례,,,,NNP,*,F,증례,*,*,*,*
호이초,,,,NNP,*,F,호이초,*,*,*,*
결절,,,,NNP,*,T,결절,*,*,*,*
유착성,,,,NNP,*,T,유착성,*,*,*,*
앵피,,,,NNP,*,F,앵피,*,*,*,*
담화요심증,,,,NNP,*,T,담화요심증,*,*,*,*
질려자,,,,NNP,*,F,질려자,*,*,*,*
현부이경탕,,,,NNP,*,T,현부이경탕,*,*,*,*
각연급,,,,NNP,*,T,각연급,*,*,*,*
코르티기관,,,,NNP,*,T,코르티기관,*,*,*,*
온윤,,,,NNP,*,T,온윤,*,*,*,*
편작,,,,NNP,*,T,편작,*,*,*,*
하유,,,,NNP,*,F,하유,*,*,*,*
간비불화증이쟤,,,,NNP,*,F,간비불화증이쟤,*,*,*,*
자완,,,,NNP,*,T,자완,*,*,*,*
신음허증,,,,NNP,*,T,신음허증,*,*,*,*
가동범위,,,,NNP,*,F,가동범위,*,*,*,*
중앙통증,,,,NNP,*,T,중앙통증,*,*,*,*
골쇄보,,,,NNP,*,F,골쇄보,*,*,*,*
대추단방(대조죽-향약집성방),,,,NNP,*,T,대추단방(대조죽-향약집성방),*,*,*,*
경피증,,,,NNP,*,T,경피증,*,*,*,*
고삽제,,,,NNP,*,F,고삽제,*,*,*,*
비체,,,,NNP,*,F,비체,*,*,*,*
인삼계피탕,,,,NNP,*,T,인삼계피탕,*,*,*,*
만출,,,,NNP,*,T,만출,*,*,*,*
불용성위축,,,,NNP,*,T,불용성위축,*,*,*,*
흉요천추코르셋,,,,NNP,*,T,흉요천추코르셋,*,*,*,*
동정맥기형,,,,NNP,*,T,동정맥기형,*,*,*,*
빈센트,,,,NNP,*,F,빈센트,*,*,*,*
어깨통증,,,,NNP,*,T,어깨통증,*,*,*,*
감염성,,,,NNP,*,T,감염성,*,*,*,*
위팔세갈래근,,,,NNP,*,T,위팔세갈래근,*,*,*,*
태동불안,,,,NNP,*,T,태동불안,*,*,*,*
소프트형목칼라,,,,NNP,*,F,소프트형목칼라,*,*,*,*
조등음가감,,,,NNP,*,T,조등음가감,*,*,*,*
임신출혈,,,,NNP,*,T,임신출혈,*,*,*,*
와송,,,,NNP,*,T,와송,*,*,*,*
수족냉,,,,NNP,*,T,수족냉,*,*,*,*
천정초,,,,NNP,*,F,천정초,*,*,*,*
비창,,,,NNP,*,T,비창,*,*,*,*
정자감소증,,,,NNP,*,T,정자감소증,*,*,*,*
해독,,,,NNP,*,T,해독,*,*,*,*
슬개/대퇴사두근건,,,,NNP,*,T,슬개/대퇴사두근건,*,*,*,*
천면,,,,NNP,*,T,천면,*,*,*,*
무릎뼈,,,,NNP,*,F,무릎뼈,*,*,*,*
한열여학,,,,NNP,*,T,한열여학,*,*,*,*
영와,,,,NNP,*,F,영와,*,*,*,*
억압유전자,,,,NNP,*,F,억압유전자,*,*,*,*
수면장애,,,,NNP,*,F,수면장애,*,*,*,*
초기,,,,NNP,*,F,초기,*,*,*,*
로타바이러스,,,,NNP,*,F,로타바이러스,*,*,*,*
긴뼈,,,,NNP,*,F,긴뼈,*,*,*,*
곡정초,,,,NNP,*,F,곡정초,*,*,*,*
리스프랑골절-탈구,,,,NNP,*,F,리스프랑골절-탈구,*,*,*,*
건율갈근탕,,,,NNP,*,T,건율갈근탕,*,*,*,*
감질,,,,NNP,*,T,감질,*,*,*,*
기인하는,,,,NNP,*,T,기인하는,*,*,*,*
활동성,,,,NNP,*,T,활동성,*,*,*,*
석류피,,,,NNP,*,F,석류피,*,*,*,*
슬통,,,,NNP,*,T,슬통,*,*,*,*
진무왕,,,,NNP,*,T,진무왕,*,*,*,*
계부곽진이중탕,,,,NNP,*,T,계부곽진이중탕,*,*,*,*
제니,,,,NNP,*,F,제니,*,*,*,*
간풍내동증,,,,NNP,*,T,간풍내동증,*,*,*,*
회향,,,,NNP,*,T,회향,*,*,*,*
안쪽번짐근,,,,NNP,*,T,안쪽번짐근,*,*,*,*
유발점,,,,NNP,*,T,유발점,*,*,*,*
요로결석,,,,NNP,*,T,요로결석,*,*,*,*
포도상구균,,,,NNP,*,T,포도상구균,*,*,*,*
호중구,,,,NNP,*,F,호중구,*,*,*,*
견갑골,,,,NNP,*,T,견갑골,*,*,*,*
월경유출로,,,,NNP,*,F,월경유출로,*,*,*,*
호홉기,,,,NNP,*,F,호홉기,*,*,*,*
경험의학,,,,NNP,*,T,경험의학,*,*,*,*
변화된,,,,NNP,*,T,변화된,*,*,*,*
경계,,,,NNP,*,F,경계,*,*,*,*
시겔라증,,,,NNP,*,T,시겔라증,*,*,*,*
손등뼈사이근,,,,NNP,*,T,손등뼈사이근,*,*,*,*
햇빛,,,,NNP,*,T,햇빛,*,*,*,*
온화단,,,,NNP,*,T,온화단,*,*,*,*
인삼,,,,NNP,*,T,인삼,*,*,*,*
몽정,,,,NNP,*,T,몽정,*,*,*,*
용토약오배자,,,,NNP,*,F,용토약오배자,*,*,*,*
식상,,,,NNP,*,T,식상,*,*,*,*
임상특징,,,,NNP,*,T,임상특징,*,*,*,*
익모초,,,,NNP,*,F,익모초,*,*,*,*
원형,,,,NNP,*,T,원형,*,*,*,*
개규제옥병풍산,,,,NNP,*,T,개규제옥병풍산,*,*,*,*
비듬,,,,NNP,*,T,비듬,*,*,*,*
담미심규증,,,,NNP,*,T,담미심규증,*,*,*,*
신경근,,,,NNP,*,T,신경근,*,*,*,*
수근신전근,,,,NNP,*,T,수근신전근,*,*,*,*
길초근단,,,,NNP,*,T,길초근단,*,*,*,*
한산,,,,NNP,*,T,한산,*,*,*,*
흑사당,,,,NNP,*,T,흑사당,*,*,*,*
십전대보탕,,,,NNP,*,T,십전대보탕,*,*,*,*
삼백이중탕,,,,NNP,*,T,삼백이중탕,*,*,*,*
비음허증,,,,NNP,*,T,비음허증,*,*,*,*
팔다리마비,,,,NNP,*,F,팔다리마비,*,*,*,*
경증,,,,NNP,*,T,경증,*,*,*,*
인삼부자이중탕,,,,NNP,*,T,인삼부자이중탕,*,*,*,*
강초,,,,NNP,*,F,강초,*,*,*,*
우절,,,,NNP,*,T,우절,*,*,*,*
후세,,,,NNP,*,F,후세,*,*,*,*
포궁습열증,,,,NNP,*,T,포궁습열증,*,*,*,*
기음양허증,,,,NNP,*,T,기음양허증,*,*,*,*
외이도염,,,,NNP,*,T,외이도염,*,*,*,*
백수오,,,,NNP,*,F,백수오,*,*,*,*
남성,,,,NNP,*,T,남성,*,*,*,*
장알균,,,,NNP,*,T,장알균,*,*,*,*
호흡촉급,,,,NNP,*,T,호흡촉급,*,*,*,*
나도근,,,,NNP,*,T,나도근,*,*,*,*
지수산,,,,NNP,*,T,지수산,*,*,*,*
면한,,,,NNP,*,T,면한,*,*,*,*
목통무우탕,,,,NNP,*,T,목통무우탕,*,*,*,*
최동섭,,,,NNP,*,T,최동섭,*,*,*,*
공경선,,,,NNP,*,T,공경선,*,*,*,*
심혈어조증,,,,NNP,*,T,심혈어조증,*,*,*,*
과다,,,,NNP,*,F,과다,*,*,*,*
일사병,,,,NNP,*,T,일사병,*,*,*,*
보아탕,,,,NNP,*,T,보아탕,*,*,*,*
